"","p.geomean","stat.mean","p.val","q.val","set.size","exp1"
"GO:0043489 RNA stabilization",0.801834224980125,-0.859079937067136,0.801834224980125,0.999999830427019,26,0.801834224980125
"GO:0048255 mRNA stabilization",0.801834224980125,-0.859079937067136,0.801834224980125,0.999999830427019,26,0.801834224980125
"GO:0050926 regulation of positive chemotaxis",0.802343455606524,-0.858460577283803,0.802343455606524,0.999999830427019,24,0.802343455606524
"GO:0071305 cellular response to vitamin D",0.802405915120402,-0.880448324539497,0.802405915120402,0.999999830427019,11,0.802405915120402
"GO:0045931 positive regulation of mitotic cell cycle",0.802422791625758,-0.855952941488023,0.802422791625758,0.999999830427019,37,0.802422791625758
"GO:0072170 metanephric tubule development",0.802505708442916,-0.861414281848512,0.802505708442916,0.999999830427019,19,0.802505708442916
"GO:0051875 pigment granule localization",0.802670510229621,-0.864631497562297,0.802670510229621,0.999999830427019,22,0.802670510229621
"GO:0007016 cytoskeletal anchoring at plasma membrane",0.803099611952257,-0.875592506417359,0.803099611952257,0.999999830427019,11,0.803099611952257
"GO:0010659 cardiac muscle cell apoptotic process",0.803182658910658,-0.870237194218207,0.803182658910658,0.999999830427019,13,0.803182658910658
"GO:0006636 unsaturated fatty acid biosynthetic process",0.803536497999158,-0.857992465594709,0.803536497999159,0.999999830427019,52,0.803536497999158
"GO:1901184 regulation of ERBB signaling pathway",0.803926727926397,-0.859321167424811,0.803926727926397,0.999999830427019,62,0.803926727926397
"GO:0051090 regulation of sequence-specific DNA binding transcription factor activity",0.804183857440406,-0.857223186588212,0.804183857440406,0.999999830427019,336,0.804183857440406
"GO:0051898 negative regulation of protein kinase B signaling cascade",0.804234007714296,-0.867088435911942,0.804234007714296,0.999999830427019,21,0.804234007714296
"GO:0032786 positive regulation of DNA-dependent transcription, elongation",0.804317514509199,-0.874541579532067,0.804317514509199,0.999999830427019,18,0.804317514509199
"GO:0009651 response to salt stress",0.804369529283987,-0.866791846981711,0.804369529283987,0.999999830427019,21,0.804369529283987
"GO:0032105 negative regulation of response to extracellular stimulus",0.804520831348771,-0.870492291684661,0.804520831348771,0.999999830427019,16,0.804520831348771
"GO:0032108 negative regulation of response to nutrient levels",0.804520831348771,-0.870492291684661,0.804520831348771,0.999999830427019,16,0.804520831348771
"GO:0031018 endocrine pancreas development",0.804600204849468,-0.8619941413393,0.804600204849468,0.999999830427019,50,0.804600204849468
"GO:0010506 regulation of autophagy",0.804737119587284,-0.862895210288283,0.804737119587284,0.999999830427019,58,0.804737119587284
"GO:0000460 maturation of 5.8S rRNA",0.804764458757475,-0.892185596220788,0.804764458757475,0.999999830427019,12,0.804764458757475
"GO:0006297 nucleotide-excision repair, DNA gap filling",0.804813232607076,-0.877346020253591,0.804813232607076,0.999999830427019,19,0.804813232607076
"GO:0046051 UTP metabolic process",0.804988459448718,-0.883976343281357,0.804988459448718,0.999999830427019,12,0.804988459448718
"GO:0003081 regulation of systemic arterial blood pressure by renin-angiotensin",0.805281780374982,-0.870879403019284,0.805281780374982,0.999999830427019,20,0.805281780374982
"GO:2001234 negative regulation of apoptotic signaling pathway",0.805301972268295,-0.878188816150022,0.805301972268295,0.999999830427019,18,0.805301972268295
"GO:0032392 DNA geometric change",0.805335460481679,-0.870770175086553,0.805335460481678,0.999999830427019,32,0.805335460481679
"GO:0048753 pigment granule organization",0.805420303051097,-0.876788620871724,0.805420303051097,0.999999830427019,18,0.805420303051097
"GO:0006700 C21-steroid hormone biosynthetic process",0.805938483658964,-0.873678557477361,0.805938483658964,0.999999830427019,19,0.805938483658964
"GO:0035306 positive regulation of dephosphorylation",0.806086265112329,-0.887241188790295,0.806086265112329,0.999999830427019,14,0.806086265112329
"GO:0050792 regulation of viral reproduction",0.806189929156492,-0.865938654039115,0.806189929156492,0.999999830427019,109,0.806189929156492
"GO:0016239 positive regulation of macroautophagy",0.806748907119358,-0.906868741047115,0.806748907119358,0.999999830427019,10,0.806748907119358
"GO:0042058 regulation of epidermal growth factor receptor signaling pathway",0.806794458573535,-0.8698605510269,0.806794458573535,0.999999830427019,61,0.806794458573535
"GO:0001658 branching involved in ureteric bud morphogenesis",0.807372811284059,-0.871554637836007,0.807372811284059,0.999999830427019,61,0.807372811284059
"GO:0051147 regulation of muscle cell differentiation",0.807467474740847,-0.870797575534153,0.807467474740847,0.999999830427019,110,0.807467474740847
"GO:0016573 histone acetylation",0.80751104424685,-0.87086752298652,0.80751104424685,0.999999830427019,108,0.80751104424685
"GO:0018209 peptidyl-serine modification",0.807742247084097,-0.871054937029456,0.807742247084097,0.999999830427019,140,0.807742247084097
"GO:0009064 glutamine family amino acid metabolic process",0.807818322789121,-0.873232874473004,0.807818322789121,0.999999830427019,62,0.807818322789121
"GO:0006448 regulation of translational elongation",0.807873599273764,-0.910821186350529,0.807873599273764,0.999999830427019,10,0.807873599273764
"GO:0010639 negative regulation of organelle organization",0.808111474448918,-0.872072973163365,0.808111474448918,0.999999830427019,174,0.808111474448918
"GO:0006970 response to osmotic stress",0.808409533989244,-0.875619157632115,0.808409533989244,0.999999830427019,55,0.808409533989244
"GO:0008333 endosome to lysosome transport",0.808604309952729,-0.882139277837228,0.808604309952729,0.999999830427019,27,0.808604309952729
"GO:0006891 intra-Golgi vesicle-mediated transport",0.809161777685063,-0.884828858054761,0.809161777685063,0.999999830427019,31,0.809161777685063
"GO:0051592 response to calcium ion",0.809270556563014,-0.877678518639872,0.809270556563014,0.999999830427019,85,0.809270556563014
"GO:0006222 UMP biosynthetic process",0.809754381666842,-0.914807646893365,0.809754381666842,0.999999830427019,11,0.809754381666842
"GO:0009173 pyrimidine ribonucleoside monophosphate metabolic process",0.809754381666842,-0.914807646893365,0.809754381666842,0.999999830427019,11,0.809754381666842
"GO:0009174 pyrimidine ribonucleoside monophosphate biosynthetic process",0.809754381666842,-0.914807646893365,0.809754381666842,0.999999830427019,11,0.809754381666842
"GO:0046049 UMP metabolic process",0.809754381666842,-0.914807646893365,0.809754381666842,0.999999830427019,11,0.809754381666842
"GO:0043488 regulation of mRNA stability",0.809864825823472,-0.885853192760353,0.809864825823472,0.999999830427019,37,0.809864825823472
"GO:0035020 regulation of Rac protein signal transduction",0.80987580013311,-0.887489185551091,0.80987580013311,0.999999830427019,24,0.80987580013311
"GO:0071542 dopaminergic neuron differentiation",0.810004571394955,-0.896130195578603,0.810004571394955,0.999999830427019,12,0.810004571394955
"GO:0070584 mitochondrion morphogenesis",0.8100124025496,-0.915869628506582,0.8100124025496,0.999999830427019,11,0.8100124025496
"GO:0021884 forebrain neuron development",0.810292497072952,-0.90668004680665,0.810292497072952,0.999999830427019,12,0.810292497072952
"GO:0043648 dicarboxylic acid metabolic process",0.810517453786904,-0.882567519389913,0.810517453786904,0.999999830427019,79,0.810517453786904
"GO:0002040 sprouting angiogenesis",0.810694325052379,-0.884930131198956,0.810694325052379,0.999999830427019,48,0.810694325052379
"GO:0034035 purine ribonucleoside bisphosphate metabolic process",0.810933869849778,-0.898140428071716,0.810933869849778,0.999999830427019,14,0.810933869849778
"GO:0050427 3'-phosphoadenosine 5'-phosphosulfate metabolic process",0.810933869849778,-0.898140428071716,0.810933869849778,0.999999830427019,14,0.810933869849778
"GO:0006482 protein demethylation",0.81104390427607,-0.898440899319999,0.81104390427607,0.999999830427019,19,0.81104390427607
"GO:0008214 protein dealkylation",0.81104390427607,-0.898440899319999,0.81104390427607,0.999999830427019,19,0.81104390427607
"GO:0033143 regulation of intracellular steroid hormone receptor signaling pathway",0.811208383210089,-0.888126189894141,0.811208383210089,0.999999830427019,43,0.811208383210089
"GO:0009129 pyrimidine nucleoside monophosphate metabolic process",0.811289447974003,-0.91146289875541,0.811289447974003,0.999999830427019,14,0.811289447974003
"GO:0031293 membrane protein intracellular domain proteolysis",0.811304222749128,-0.91126097769497,0.811304222749128,0.999999830427019,14,0.811304222749128
"GO:0020027 hemoglobin metabolic process",0.81132687470131,-0.90650542621428,0.81132687470131,0.999999830427019,14,0.81132687470131
"GO:0043114 regulation of vascular permeability",0.811351800380987,-0.893107116040242,0.811351800380987,0.999999830427019,26,0.811351800380987
"GO:0031113 regulation of microtubule polymerization",0.811380391936522,-0.899847501689135,0.811380391936522,0.999999830427019,18,0.811380391936522
"GO:2001238 positive regulation of extrinsic apoptotic signaling pathway",0.811565867483621,-0.904175250526602,0.811565867483621,0.999999830427019,17,0.811565867483621
"GO:0075733 intracellular transport of viral material",0.81156632530325,-0.901919047458115,0.81156632530325,0.999999830427019,20,0.81156632530325
"GO:0045761 regulation of adenylate cyclase activity",0.811885032373592,-0.888821269688661,0.811885032373592,0.999999830427019,53,0.811885032373592
"GO:0021879 forebrain neuron differentiation",0.811931956756697,-0.89248769543533,0.811931956756697,0.999999830427019,30,0.811931956756697
"GO:0003157 endocardium development",0.811942303614965,-0.91554711635779,0.811942303614966,0.999999830427019,10,0.811942303614965
"GO:0072079 nephron tubule formation",0.812118001927624,-0.903562608838976,0.812118001927624,0.999999830427019,13,0.812118001927624
"GO:0003171 atrioventricular valve development",0.812386078314727,-0.906958406707416,0.812386078314727,0.999999830427019,11,0.812386078314727
"GO:0001937 negative regulation of endothelial cell proliferation",0.812471824951085,-0.895861269765583,0.812471824951085,0.999999830427019,24,0.812471824951085
"GO:0002089 lens morphogenesis in camera-type eye",0.812498244633288,-0.896853297284098,0.812498244633288,0.999999830427019,23,0.812498244633288
"GO:0021984 adenohypophysis development",0.812770951010317,-0.901587350103681,0.812770951010317,0.999999830427019,16,0.812770951010317
"GO:0015849 organic acid transport",0.813654507266879,-0.892397509746178,0.813654507266879,0.999999830427019,216,0.813654507266879
"GO:0046942 carboxylic acid transport",0.813654507266879,-0.892397509746178,0.813654507266879,0.999999830427019,216,0.813654507266879
"GO:0007184 SMAD protein import into nucleus",0.813813577381135,-0.907913259576424,0.813813577381135,0.999999830427019,18,0.813813577381135
"GO:0060272 embryonic skeletal joint morphogenesis",0.813878173161011,-0.912102502988323,0.813878173161011,0.999999830427019,13,0.813878173161011
"GO:0019432 triglyceride biosynthetic process",0.81395643798413,-0.8976342299406,0.81395643798413,0.999999830427019,55,0.81395643798413
"GO:0030212 hyaluronan metabolic process",0.814155269778668,-0.90187016662613,0.814155269778668,0.999999830427019,28,0.814155269778668
"GO:2000379 positive regulation of reactive oxygen species metabolic process",0.814614736398713,-0.902595139163748,0.814614736398713,0.999999830427019,32,0.814614736398713
"GO:0031102 neuron projection regeneration",0.814640499237651,-0.903621700199329,0.814640499237651,0.999999830427019,29,0.814640499237651
"GO:0008334 histone mRNA metabolic process",0.814697197070148,-0.909291325834572,0.814697197070148,0.999999830427019,25,0.814697197070148
"GO:0009309 amine biosynthetic process",0.814858834598955,-0.903575235133331,0.814858834598955,0.999999830427019,33,0.814858834598955
"GO:0046823 negative regulation of nucleocytoplasmic transport",0.815096783913581,-0.901201547262516,0.815096783913581,0.999999830427019,57,0.815096783913581
"GO:0050891 multicellular organismal water homeostasis",0.815547896126388,-0.910935409105962,0.815547896126388,0.999999830427019,18,0.815547896126388
"GO:0006638 neutral lipid metabolic process",0.815601173104417,-0.900974894187785,0.815601173104417,0.999999830427019,108,0.815601173104417
"GO:0070208 protein heterotrimerization",0.815614024363291,-0.933042182373068,0.815614024363291,0.999999830427019,10,0.815614024363291
"GO:0071300 cellular response to retinoic acid",0.815918762568092,-0.904132425896499,0.815918762568092,0.999999830427019,50,0.815918762568092
"GO:0033522 histone H2A ubiquitination",0.815983932044214,-0.926730325739944,0.815983932044214,0.999999830427019,15,0.815983932044214
"GO:0046839 phospholipid dephosphorylation",0.816002511307241,-0.92597342334834,0.816002511307241,0.999999830427019,15,0.816002511307241
"GO:0051923 sulfation",0.816016272607214,-0.917530365280258,0.816016272607214,0.999999830427019,14,0.816016272607214
"GO:0045926 negative regulation of growth",0.816361974140186,-0.902704442771533,0.816361974140186,0.999999830427019,190,0.816361974140186
"GO:0048701 embryonic cranial skeleton morphogenesis",0.816395281148457,-0.909319323722363,0.816395281148457,0.999999830427019,34,0.816395281148457
"GO:0072331 signal transduction by p53 class mediator",0.816505000644182,-0.90407394554563,0.816505000644182,0.999999830427019,129,0.816505000644182
"GO:0007041 lysosomal transport",0.817275807254611,-0.911968602359542,0.817275807254611,0.999999830427019,39,0.817275807254611
"GO:0044087 regulation of cellular component biogenesis",0.817453003288121,-0.906295155894955,0.817453003288121,0.999999830427019,352,0.817453003288121
"GO:0021591 ventricular system development",0.817502314325419,-0.917945665794772,0.817502314325419,0.999999830427019,19,0.817502314325419
"GO:0010631 epithelial cell migration",0.817595615082766,-0.913960427499046,0.817595615082766,0.999999830427019,29,0.817595615082766
"GO:0090132 epithelium migration",0.817595615082766,-0.913960427499046,0.817595615082766,0.999999830427019,29,0.817595615082766
"GO:0009148 pyrimidine nucleoside triphosphate biosynthetic process",0.817802845234123,-0.924924438216604,0.817802845234123,0.999999830427019,19,0.817802845234123
"GO:0072329 monocarboxylic acid catabolic process",0.817898493956076,-0.91006288666732,0.817898493956076,0.999999830427019,87,0.817898493956076
"GO:0031331 positive regulation of cellular catabolic process",0.818164666773052,-0.910721393711515,0.818164666773052,0.999999830427019,103,0.818164666773052
"GO:0031016 pancreas development",0.818177754528508,-0.911340918957615,0.818177754528508,0.999999830427019,73,0.818177754528508
"GO:0030878 thyroid gland development",0.818313553250082,-0.920096656356397,0.818313553250082,0.999999830427019,20,0.818313553250082
"GO:0003151 outflow tract morphogenesis",0.81835784790583,-0.913655472115594,0.818357847905829,0.999999830427019,51,0.81835784790583
"GO:0006835 dicarboxylic acid transport",0.81836111939551,-0.912821990004331,0.81836111939551,0.999999830427019,60,0.81836111939551
"GO:0031329 regulation of cellular catabolic process",0.818402644359536,-0.909784300819193,0.818402644359536,0.999999830427019,442,0.818402644359536
"GO:0070534 protein K63-linked ubiquitination",0.818555732473014,-0.923450229313945,0.818555732473014,0.999999830427019,28,0.818555732473014
"GO:0046320 regulation of fatty acid oxidation",0.818646642705722,-0.918131876021855,0.818646642705722,0.999999830427019,37,0.818646642705722
"GO:0007034 vacuolar transport",0.818672504866803,-0.916693598369227,0.818672504866803,0.999999830427019,44,0.818672504866803
"GO:0060571 morphogenesis of an epithelial fold",0.81901507991721,-0.920055234166529,0.81901507991721,0.999999830427019,26,0.81901507991721
"GO:0051905 establishment of pigment granule localization",0.819055897856759,-0.929533180811208,0.819055897856759,0.999999830427019,19,0.819055897856759
"GO:0015850 organic hydroxy compound transport",0.819288881034749,-0.914497389571542,0.819288881034749,0.999999830427019,116,0.819288881034749
"GO:0019048 virus-host interaction",0.819402536656597,-0.913709922103154,0.819402536656597,0.999999830427019,367,0.819402536656597
"GO:0042274 ribosomal small subunit biogenesis",0.81943091694792,-0.938137864099142,0.81943091694792,0.999999830427019,18,0.81943091694792
"GO:0007271 synaptic transmission, cholinergic",0.819466596668878,-0.923515059514119,0.819466596668878,0.999999830427019,22,0.819466596668878
"GO:0006814 sodium ion transport",0.819559869482565,-0.91552820839269,0.819559869482565,0.999999830427019,116,0.819559869482565
"GO:0045923 positive regulation of fatty acid metabolic process",0.819659110432908,-0.922537316369505,0.819659110432908,0.999999830427019,27,0.819659110432908
"GO:0003156 regulation of organ formation",0.819777842708396,-0.920691994030812,0.819777842708396,0.999999830427019,36,0.819777842708396
"GO:0031109 microtubule polymerization or depolymerization",0.820519780660847,-0.92286666053593,0.820519780660847,0.999999830427019,48,0.820519780660847
"GO:0048146 positive regulation of fibroblast proliferation",0.820805141389432,-0.924220256219112,0.820805141389432,0.999999830427019,38,0.820805141389432
"GO:0043534 blood vessel endothelial cell migration",0.820929878436847,-0.923172450473537,0.820929878436847,0.999999830427019,57,0.820929878436847
"GO:0009264 deoxyribonucleotide catabolic process",0.820944491355502,-0.944717236223536,0.820944491355502,0.999999830427019,15,0.820944491355502
"GO:0042326 negative regulation of phosphorylation",0.821042599396981,-0.920421818038938,0.821042599396981,0.999999830427019,212,0.821042599396981
"GO:0061326 renal tubule development",0.821474262581035,-0.92816519449604,0.821474262581035,0.999999830427019,36,0.821474262581035
"GO:0072080 nephron tubule development",0.821474262581035,-0.92816519449604,0.821474262581035,0.999999830427019,36,0.821474262581035
"GO:0009161 ribonucleoside monophosphate metabolic process",0.821583535636928,-0.927339999252083,0.821583535636928,0.999999830427019,41,0.821583535636928
"GO:2000179 positive regulation of neural precursor cell proliferation",0.821865887807476,-0.930421538121237,0.821865887807476,0.999999830427019,30,0.821865887807476
"GO:0060602 branch elongation of an epithelium",0.821894418627568,-0.943260563538486,0.821894418627568,0.999999830427019,16,0.821894418627568
"GO:0055024 regulation of cardiac muscle tissue development",0.821987676747768,-0.928519339281913,0.821987676747768,0.999999830427019,40,0.821987676747768
"GO:0018105 peptidyl-serine phosphorylation",0.822078122638396,-0.925120680610305,0.822078122638396,0.999999830427019,128,0.822078122638396
"GO:0051346 negative regulation of hydrolase activity",0.822174575074012,-0.924575539988556,0.822174575074012,0.999999830427019,242,0.822174575074012
"GO:0072164 mesonephric tubule development",0.822212239322687,-0.948582991007068,0.822212239322687,0.999999830427019,10,0.822212239322687
"GO:0010842 retina layer formation",0.822253915092771,-0.952796999939098,0.822253915092771,0.999999830427019,12,0.822253915092771
"GO:0072310 glomerular epithelial cell development",0.822298275936929,-0.950122130042741,0.822298275936929,0.999999830427019,10,0.822298275936929
"GO:0015838 amino-acid betaine transport",0.822518935548912,-0.954822767976628,0.822518935548912,0.999999830427019,12,0.822518935548912
"GO:0015879 carnitine transport",0.822518935548912,-0.954822767976628,0.822518935548912,0.999999830427019,12,0.822518935548912
"GO:0045168 cell-cell signaling involved in cell fate commitment",0.822806947986883,-0.931965695709697,0.822806947986883,0.999999830427019,38,0.822806947986883
"GO:0060986 endocrine hormone secretion",0.82285507198124,-0.93438620601377,0.82285507198124,0.999999830427019,28,0.82285507198124
"GO:0046112 nucleobase biosynthetic process",0.822881881353962,-0.95435350589956,0.822881881353962,0.999999830427019,13,0.822881881353962
"GO:0051962 positive regulation of nervous system development",0.82349607696123,-0.941061878687398,0.82349607696123,0.999999830427019,19,0.82349607696123
"GO:0051965 positive regulation of synapse assembly",0.82349607696123,-0.941061878687398,0.82349607696123,0.999999830427019,19,0.82349607696123
"GO:0035272 exocrine system development",0.823694382336971,-0.934167235487526,0.823694382336971,0.999999830427019,48,0.823694382336971
"GO:0031145 anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process",0.82400629081351,-0.934169299942003,0.82400629081351,0.999999830427019,82,0.82400629081351
"GO:0009314 response to radiation",0.824050267766039,-0.931725405266639,0.824050267766039,0.999999830427019,310,0.824050267766039
"GO:0045737 positive regulation of cyclin-dependent protein kinase activity",0.82406742490965,-0.952935734120141,0.82406742490965,0.999999830427019,17,0.82406742490965
"GO:0034260 negative regulation of GTPase activity",0.824308492405083,-0.948255595925692,0.824308492405083,0.999999830427019,16,0.824308492405083
"GO:0001755 neural crest cell migration",0.824422370522067,-0.938702370479459,0.824422370522067,0.999999830427019,40,0.824422370522067
"GO:1901070 guanosine-containing compound biosynthetic process",0.824425594690378,-0.956464345491958,0.824425594690378,0.999999830427019,14,0.824425594690378
"GO:0060081 membrane hyperpolarization",0.824505566295519,-0.952301009718495,0.824505566295519,0.999999830427019,16,0.824505566295519
"GO:0060442 branching involved in prostate gland morphogenesis",0.82463944112089,-0.957888773838567,0.82463944112089,0.999999830427019,15,0.82463944112089
"GO:0045995 regulation of embryonic development",0.82467901986124,-0.936060643103793,0.82467901986124,0.999999830427019,82,0.82467901986124
"GO:2000779 regulation of double-strand break repair",0.82472779643347,-0.953361983303887,0.82472779643347,0.999999830427019,19,0.82472779643347
"GO:0002028 regulation of sodium ion transport",0.824915245403071,-0.93932367418463,0.824915245403071,0.999999830427019,46,0.824915245403071
"GO:0043567 regulation of insulin-like growth factor receptor signaling pathway",0.825025279242789,-0.946004554945092,0.825025279242789,0.999999830427019,21,0.825025279242789
"GO:0001573 ganglioside metabolic process",0.8251448998344,-0.954831796685357,0.8251448998344,0.999999830427019,13,0.8251448998344
"GO:0043523 regulation of neuron apoptotic process",0.825603181499026,-0.938523558472241,0.825603181499026,0.999999830427019,146,0.825603181499026
"GO:0010257 NADH dehydrogenase complex assembly",0.825630991061867,-0.96292115059418,0.825630991061867,0.999999830427019,16,0.825630991061867
"GO:0032981 mitochondrial respiratory chain complex I assembly",0.825630991061867,-0.96292115059418,0.825630991061867,0.999999830427019,16,0.825630991061867
"GO:0097031 mitochondrial respiratory chain complex I biogenesis",0.825630991061867,-0.96292115059418,0.825630991061867,0.999999830427019,16,0.825630991061867
"GO:0006600 creatine metabolic process",0.825694326848377,-0.973243664165854,0.825694326848377,0.999999830427019,10,0.825694326848377
"GO:0031000 response to caffeine",0.826057009056966,-0.956950471707801,0.826057009056966,0.999999830427019,15,0.826057009056966
"GO:0043543 protein acylation",0.826525124597773,-0.942327616195491,0.826525124597773,0.999999830427019,147,0.826525124597773
"GO:0042476 odontogenesis",0.826613152196975,-0.943060191892563,0.826613152196975,0.999999830427019,106,0.826613152196975
"GO:0051489 regulation of filopodium assembly",0.826613982470033,-0.949147262548618,0.826613982470033,0.999999830427019,31,0.826613982470033
"GO:0032402 melanosome transport",0.826640706762447,-0.962368216510432,0.826640706762447,0.999999830427019,17,0.826640706762447
"GO:0032414 positive regulation of ion transmembrane transporter activity",0.826645449415392,-0.950160450747441,0.826645449415392,0.999999830427019,29,0.826645449415392
"GO:0009068 aspartate family amino acid catabolic process",0.826762014532425,-0.967624594102154,0.826762014532425,0.999999830427019,15,0.826762014532425
"GO:0014037 Schwann cell differentiation",0.82676392975947,-0.95201900481612,0.82676392975947,0.999999830427019,27,0.82676392975947
"GO:0032400 melanosome localization",0.826828498039137,-0.959012064457928,0.826828498039137,0.999999830427019,21,0.826828498039137
"GO:2000177 regulation of neural precursor cell proliferation",0.826948275735345,-0.947257470486954,0.826948275735345,0.999999830427019,48,0.826948275735345
"GO:0007405 neuroblast proliferation",0.827003618586198,-0.947504865685533,0.827003618586198,0.999999830427019,47,0.827003618586198
"GO:0006241 CTP biosynthetic process",0.827024327379415,-0.966382869025999,0.827024327379415,0.999999830427019,15,0.827024327379415
"GO:0046036 CTP metabolic process",0.827024327379415,-0.966382869025999,0.827024327379415,0.999999830427019,15,0.827024327379415
"GO:0042157 lipoprotein metabolic process",0.827345946466353,-0.946347079502738,0.827345946466353,0.999999830427019,97,0.827345946466353
"GO:0001754 eye photoreceptor cell differentiation",0.827365869025895,-0.950309050718844,0.827365869025895,0.999999830427019,36,0.827365869025895
"GO:0006767 water-soluble vitamin metabolic process",0.827456037705154,-0.948334438570592,0.827456037705155,0.999999830427019,65,0.827456037705154
"GO:0051865 protein autoubiquitination",0.827527880223305,-0.957541014996125,0.827527880223305,0.999999830427019,31,0.827527880223305
"GO:0043508 negative regulation of JUN kinase activity",0.827656663456007,-0.973770749869927,0.827656663456007,0.999999830427019,12,0.827656663456007
"GO:0009303 rRNA transcription",0.827714731515419,-0.967823958216191,0.827714731515419,0.999999830427019,19,0.827714731515419
"GO:0090199 regulation of release of cytochrome c from mitochondria",0.827803476256397,-0.95432176890983,0.827803476256397,0.999999830427019,32,0.827803476256397
"GO:0044089 positive regulation of cellular component biogenesis",0.828060614332722,-0.95790652282383,0.828060614332722,0.999999830427019,21,0.828060614332722
"GO:0010662 regulation of striated muscle cell apoptotic process",0.828141175665698,-0.969631964402618,0.828141175665698,0.999999830427019,12,0.828141175665698
"GO:0035338 long-chain fatty-acyl-CoA biosynthetic process",0.828206285224048,-0.968404144928691,0.828206285224048,0.999999830427019,17,0.828206285224048
"GO:0034261 negative regulation of Ras GTPase activity",0.828236963070136,-0.97662468102802,0.828236963070136,0.999999830427019,10,0.828236963070136
"GO:0035904 aorta development",0.828284703710157,-0.961687953184837,0.828284703710157,0.999999830427019,21,0.828284703710157
"GO:0035094 response to nicotine",0.828344308575345,-0.9552016697303,0.828344308575345,0.999999830427019,31,0.828344308575345
"GO:0014821 phasic smooth muscle contraction",0.828363026979366,-0.962978977671928,0.828363026979366,0.999999830427019,16,0.828363026979366
"GO:0030520 intracellular estrogen receptor signaling pathway",0.828501326761296,-0.959585086518214,0.828501326761296,0.999999830427019,32,0.828501326761296
"GO:0033138 positive regulation of peptidyl-serine phosphorylation",0.828588969117249,-0.953121749219529,0.828588969117249,0.999999830427019,53,0.828588969117249
"GO:0036109 alpha-linolenic acid metabolic process",0.828747864921369,-0.991199335571237,0.828747864921369,0.999999830427019,11,0.828747864921369
"GO:0051591 response to cAMP",0.82876322089072,-0.953156597972977,0.82876322089072,0.999999830427019,60,0.82876322089072
"GO:0090322 regulation of superoxide metabolic process",0.828771889796231,-0.977287548872058,0.828771889796231,0.999999830427019,11,0.828771889796231
"GO:0006473 protein acetylation",0.828871613336721,-0.951822873937778,0.828871613336721,0.999999830427019,130,0.828871613336721
"GO:0002576 platelet degranulation",0.828949131803915,-0.95286751787338,0.828949131803915,0.999999830427019,81,0.828949131803915
"GO:0001976 neurological system process involved in regulation of systemic arterial blood pressure",0.829221486912506,-0.971525116693105,0.829221486912506,0.999999830427019,16,0.829221486912506
"GO:0030501 positive regulation of bone mineralization",0.829325873597641,-0.960832871818065,0.829325873597641,0.999999830427019,30,0.829325873597641
"GO:0061384 heart trabecula morphogenesis",0.829377565160097,-0.968021135488689,0.829377565160096,0.999999830427019,22,0.829377565160097
"GO:0035909 aorta morphogenesis",0.829502291913319,-0.967814874603855,0.829502291913319,0.999999830427019,19,0.829502291913319
"GO:0006623 protein targeting to vacuole",0.829650632281746,-1.00039455873973,0.829650632281746,0.999999830427019,10,0.829650632281746
"GO:0072666 establishment of protein localization to vacuole",0.829650632281746,-1.00039455873973,0.829650632281746,0.999999830427019,10,0.829650632281746
"GO:0006584 catecholamine metabolic process",0.830021422724649,-0.960239956838295,0.830021422724649,0.999999830427019,41,0.830021422724649
"GO:0009712 catechol-containing compound metabolic process",0.830021422724649,-0.960239956838295,0.830021422724649,0.999999830427019,41,0.830021422724649
"GO:0043502 regulation of muscle adaptation",0.830059932330727,-0.96664892279807,0.830059932330727,0.999999830427019,28,0.830059932330727
"GO:0090311 regulation of protein deacetylation",0.830159164608511,-0.968396231154826,0.830159164608511,0.999999830427019,21,0.830159164608511
"GO:0003309 type B pancreatic cell differentiation",0.830288658819029,-0.970340042679085,0.830288658819029,0.999999830427019,17,0.830288658819029
"GO:0047496 vesicle transport along microtubule",0.830478780312055,-0.98548711434157,0.830478780312055,0.999999830427019,15,0.830478780312055
"GO:0000302 response to reactive oxygen species",0.830525382368361,-0.958170741614408,0.830525382368362,0.999999830427019,129,0.830525382368361
"GO:0021670 lateral ventricle development",0.830574295839169,-0.998479414174654,0.830574295839169,0.999999830427019,10,0.830574295839169
"GO:0009209 pyrimidine ribonucleoside triphosphate biosynthetic process",0.830886770140373,-0.981051673829992,0.830886770140373,0.999999830427019,16,0.830886770140373
"GO:0035176 social behavior",0.831026436185186,-0.965853578747924,0.831026436185186,0.999999830427019,33,0.831026436185186
"GO:0006493 protein O-linked glycosylation",0.831391697220479,-0.963543458717999,0.831391697220479,0.999999830427019,71,0.831391697220479
"GO:0045862 positive regulation of proteolysis",0.831454463051622,-0.964551644962701,0.831454463051622,0.999999830427019,62,0.831454463051622
"GO:0031279 regulation of cyclase activity",0.831591761794871,-0.964731353855633,0.831591761794871,0.999999830427019,57,0.831591761794871
"GO:0009069 serine family amino acid metabolic process",0.831612661500213,-0.969017552243958,0.831612661500213,0.999999830427019,31,0.831612661500213
"GO:0086005 regulation of ventricular cardiac muscle cell action potential",0.831709385418666,-0.98461115324016,0.831709385418666,0.999999830427019,11,0.831709385418666
"GO:0032886 regulation of microtubule-based process",0.831738078332073,-0.964481679262853,0.831738078332073,0.999999830427019,91,0.831738078332073
