"","p.geomean","stat.mean","p.val","q.val","set.size","exp1"
"GO:0006586 indolalkylamine metabolic process",0.0642252290219838,1.55654454280342,0.0642252290219838,0.850201050041018,19,0.0642252290219838
"GO:0043372 positive regulation of CD4-positive, alpha-beta T cell differentiation",0.0657014842654196,1.55172845791818,0.0657014842654196,0.867099831855477,17,0.0657014842654196
"GO:0032753 positive regulation of interleukin-4 production",0.0662571724547834,1.56226959943806,0.0662571724547834,0.868075304192602,12,0.0662571724547833
"GO:0042509 regulation of tyrosine phosphorylation of STAT protein",0.0663771375844203,1.51776855151922,0.0663771375844204,0.868075304192602,50,0.0663771375844203
"GO:0046636 negative regulation of alpha-beta T cell activation",0.0668188118382841,1.54025488442926,0.0668188118382842,0.868075304192602,18,0.0668188118382841
"GO:0043900 regulation of multi-organism process",0.0673339567235358,1.49898694673936,0.0673339567235358,0.868075304192602,206,0.0673339567235358
"GO:0050995 negative regulation of lipid catabolic process",0.0676216349061257,1.53131560301082,0.0676216349061257,0.868075304192602,18,0.0676216349061257
"GO:0002448 mast cell mediated immunity",0.0676695875200749,1.52008846226177,0.0676695875200749,0.868075304192602,25,0.0676695875200749
"GO:0002714 positive regulation of B cell mediated immunity",0.0680486200619321,1.55015611043215,0.0680486200619321,0.868075304192602,13,0.0680486200619321
"GO:0002891 positive regulation of immunoglobulin mediated immune response",0.0680486200619321,1.55015611043215,0.0680486200619321,0.868075304192602,13,0.0680486200619321
"GO:0006569 tryptophan catabolic process",0.0681692537593391,1.55308643078059,0.0681692537593391,0.868075304192602,11,0.0681692537593391
"GO:0042436 indole-containing compound catabolic process",0.0681692537593391,1.55308643078059,0.0681692537593391,0.868075304192602,11,0.0681692537593391
"GO:0046218 indolalkylamine catabolic process",0.0681692537593391,1.55308643078059,0.0681692537593391,0.868075304192602,11,0.0681692537593391
"GO:0033081 regulation of T cell differentiation in thymus",0.0681744999377423,1.52563284705414,0.0681744999377423,0.868075304192602,20,0.0681744999377423
"GO:0006691 leukotriene metabolic process",0.0692919999787634,1.50179033778598,0.0692919999787635,0.879724748268395,32,0.0692919999787634
"GO:0036150 phosphatidylserine acyl-chain remodeling",0.0697398897707644,1.51553042688647,0.0697398897707645,0.882829741646237,17,0.0697398897707644
"GO:0030071 regulation of mitotic metaphase/anaphase transition",0.0700768003349556,1.49224756909068,0.0700768003349557,0.884397312810375,43,0.0700768003349556
"GO:0000070 mitotic sister chromatid segregation",0.0702710900321463,1.4870621776465,0.0702710900321463,0.884397312810375,50,0.0702710900321463
"GO:0045911 positive regulation of DNA recombination",0.0710055779857812,1.5195093119278,0.0710055779857812,0.888741113747895,13,0.0710055779857812
"GO:0030194 positive regulation of blood coagulation",0.0713517028624921,1.50599908228497,0.0713517028624922,0.888741113747895,18,0.0713517028624921
"GO:1900048 positive regulation of hemostasis",0.0713517028624921,1.50599908228497,0.0713517028624922,0.888741113747895,18,0.0713517028624921
"GO:0071216 cellular response to biotic stimulus",0.071434972063108,1.47073261642907,0.0714349720631081,0.888741113747895,106,0.071434972063108
"GO:0030195 negative regulation of blood coagulation",0.0718700385938961,1.47771207659142,0.0718700385938961,0.889058995939308,39,0.0718700385938961
"GO:1900047 negative regulation of hemostasis",0.0718700385938961,1.47771207659142,0.0718700385938961,0.889058995939308,39,0.0718700385938961
"GO:0007140 male meiosis",0.0730077440632354,1.47301166577263,0.0730077440632354,0.900567115689114,34,0.0730077440632354
"GO:0050729 positive regulation of inflammatory response",0.0734904249107783,1.4588189832378,0.0734904249107784,0.903953045219829,68,0.0734904249107783
"GO:0007091 mitotic metaphase/anaphase transition",0.0742787568695098,1.45974927208504,0.0742787568695099,0.911068820133932,46,0.0742787568695098
"GO:0001779 natural killer cell differentiation",0.0746019983234332,1.47516495140535,0.0746019983234333,0.912455990761541,19,0.0746019983234332
"GO:0032743 positive regulation of interleukin-2 production",0.0757333829583449,1.50211089073598,0.0757333829583449,0.923691991025656,10,0.0757333829583449
"GO:0002645 positive regulation of tolerance induction",0.0775788910819827,1.48542642393095,0.0775788910819827,0.940563536065631,10,0.0775788910819826
"GO:0043303 mast cell degranulation",0.0776581070062037,1.44559911417877,0.0776581070062037,0.940563536065631,24,0.0776581070062037
"GO:0034121 regulation of toll-like receptor signaling pathway",0.0777665383343071,1.44191986131151,0.0777665383343071,0.940563536065631,27,0.0777665383343071
"GO:0010818 T cell chemotaxis",0.0782651515983477,1.47867598945352,0.0782651515983478,0.943954344915524,10,0.0782651515983477
"GO:0002369 T cell cytokine production",0.0784816947292732,1.45441977365309,0.0784816947292732,0.943954344915524,15,0.0784816947292732
"GO:0002720 positive regulation of cytokine production involved in immune response",0.0787519558571316,1.44095630449861,0.0787519558571316,0.944588376606811,21,0.0787519558571316
"GO:0002863 positive regulation of inflammatory response to antigenic stimulus",0.079788003606128,1.47058113352439,0.079788003606128,0.954378819993961,10,0.079788003606128
"GO:0071824 protein-DNA complex subunit organization",0.0802313612201163,1.40777028894897,0.0802313612201164,0.954665159580801,135,0.0802313612201163
"GO:0015721 bile acid and bile salt transport",0.0802516773945168,1.43136924883664,0.0802516773945169,0.954665159580801,20,0.0802516773945168
"GO:0001818 negative regulation of cytokine production",0.0808303334498278,1.40349789327972,0.0808303334498279,0.958921606117903,133,0.0808303334498278
"GO:0060713 labyrinthine layer morphogenesis",0.0811072939586971,1.43553596503903,0.0811072939586972,0.959585477843769,15,0.0811072939586971
"GO:0006917 induction of apoptosis",0.0817413486318698,1.39620880719806,0.0817413486318699,0.961445988655263,194,0.0817413486318698
"GO:0002701 negative regulation of production of molecular mediator of immune response",0.0822000224845934,1.44336219800943,0.0822000224845935,0.961445988655263,11,0.0822000224845935
"GO:0002719 negative regulation of cytokine production involved in immune response",0.0822000224845934,1.44336219800943,0.0822000224845935,0.961445988655263,11,0.0822000224845935
"GO:0072538 T-helper 17 type immune response",0.082652369637573,1.45047635985692,0.082652369637573,0.961445988655263,10,0.082652369637573
"GO:0032689 negative regulation of interferon-gamma production",0.0827989120847021,1.40903612477177,0.0827989120847021,0.961445988655263,24,0.0827989120847021
"GO:0071103 DNA conformation change",0.0830077638748397,1.3884212586091,0.0830077638748397,0.961445988655263,168,0.0830077638748397
"GO:0009072 aromatic amino acid family metabolic process",0.0834167582706849,1.40158904904237,0.0834167582706849,0.961445988655263,28,0.0834167582706849
"GO:0046638 positive regulation of alpha-beta T cell differentiation",0.0835512591940862,1.4011380526409,0.0835512591940861,0.961445988655263,30,0.0835512591940861
"GO:0045830 positive regulation of isotype switching",0.0837877694943193,1.43252738742722,0.0837877694943193,0.961445988655263,11,0.0837877694943193
"GO:0045069 regulation of viral genome replication",0.0840313169664854,1.38991410529639,0.0840313169664855,0.961445988655263,47,0.0840313169664855
"GO:0031577 spindle checkpoint",0.0841286319864612,1.39163021086984,0.0841286319864611,0.961445988655263,43,0.0841286319864612
"GO:0034728 nucleosome organization",0.0841902994899345,1.38247897710982,0.0841902994899345,0.961445988655263,106,0.0841902994899345
"GO:0012502 induction of programmed cell death",0.0843329287442309,1.3791696493061,0.084332928744231,0.961445988655263,195,0.0843329287442309
"GO:0034508 centromere complex assembly",0.0843645604969265,1.39551603270626,0.0843645604969265,0.961445988655263,33,0.0843645604969265
"GO:0035587 purinergic receptor signaling pathway",0.0849696114159381,1.4225811737122,0.084969611415938,0.964285837539378,12,0.0849696114159381
"GO:0043029 T cell homeostasis",0.0850579170376743,1.39118492426558,0.0850579170376743,0.964285837539378,27,0.0850579170376743
"GO:0043903 regulation of symbiosis, encompassing mutualism through parasitism",0.0853208298378593,1.39346651693311,0.0853208298378593,0.964747508218711,23,0.0853208298378593
"GO:0002526 acute inflammatory response",0.0857959664446512,1.37175454895746,0.0857959664446512,0.966000351061515,109,0.0857959664446512
"GO:0002418 immune response to tumor cell",0.0861170458908583,1.4225376205637,0.0861170458908584,0.966000351061515,10,0.0861170458908583
"GO:0090307 spindle assembly involved in mitosis",0.0862570847832862,1.40174257750664,0.0862570847832862,0.966000351061515,15,0.0862570847832863
"GO:0043122 regulation of I-kappaB kinase/NF-kappaB cascade",0.0864331170315071,1.36568661660593,0.086433117031507,0.966000351061515,191,0.0864331170315071
"GO:0046427 positive regulation of JAK-STAT cascade",0.0867580437709285,1.37157142659454,0.0867580437709285,0.966000351061515,53,0.0867580437709285
"GO:0006958 complement activation, classical pathway",0.0868761396166759,1.37717285520577,0.0868761396166759,0.966000351061515,30,0.0868761396166759
"GO:0046006 regulation of activated T cell proliferation",0.0870698736242973,1.38041834761495,0.0870698736242973,0.966000351061515,24,0.0870698736242973
"GO:0042508 tyrosine phosphorylation of Stat1 protein",0.0872332184398092,1.39622802083601,0.0872332184398092,0.966000351061515,14,0.0872332184398092
"GO:0002724 regulation of T cell cytokine production",0.0874339332029423,1.4020519643472,0.0874339332029422,0.966000351061515,12,0.0874339332029422
"GO:0043299 leukocyte degranulation",0.0888305821671161,1.36203972861015,0.0888305821671161,0.978940070481264,37,0.088830582167116
"GO:0042531 positive regulation of tyrosine phosphorylation of STAT protein",0.0896269407258528,1.35483984819106,0.0896269407258527,0.982978059860622,44,0.0896269407258528
"GO:0051953 negative regulation of amine transport",0.0896497723871041,1.3659691854252,0.0896497723871041,0.982978059860622,22,0.0896497723871041
"GO:0045730 respiratory burst",0.0899141940919609,1.36403093068633,0.0899141940919609,0.983394032109054,22,0.0899141940919609
"GO:0050820 positive regulation of coagulation",0.0906453233511383,1.36514020414809,0.0906453233511383,0.984627088206753,20,0.0906453233511383
"GO:0009988 cell-cell recognition",0.0906945194620733,1.35566586569373,0.0906945194620733,0.984627088206753,27,0.0906945194620733
"GO:0002279 mast cell activation involved in immune response",0.0907072398163753,1.35685045248468,0.0907072398163752,0.984627088206753,25,0.0907072398163753
"GO:0048670 regulation of collateral sprouting",0.0926903456389058,1.37630684755254,0.0926903456389058,0.999999847898197,11,0.0926903456389058
"GO:0042730 fibrinolysis",0.0927832775746447,1.3460738953925,0.0927832775746447,0.999999847898197,24,0.0927832775746447
"GO:0007249 I-kappaB kinase/NF-kappaB cascade",0.0928547949446163,1.32558608810652,0.0928547949446164,0.999999847898197,214,0.0928547949446163
"GO:0032495 response to muramyl dipeptide",0.094330716443721,1.36914444872762,0.094330716443721,0.999999847898197,10,0.094330716443721
"GO:0016445 somatic diversification of immunoglobulins",0.0950938685294418,1.32052567222844,0.0950938685294418,0.999999847898197,44,0.0950938685294418
"GO:0002862 negative regulation of inflammatory response to antigenic stimulus",0.0950951143296715,1.36146432496091,0.0950951143296715,0.999999847898197,10,0.0950951143296715
"GO:0032479 regulation of type I interferon production",0.0955059631607444,1.31563824016506,0.0955059631607444,0.999999847898197,66,0.0955059631607444
"GO:0007052 mitotic spindle organization",0.0959951698343523,1.31897991101058,0.0959951698343524,0.999999847898197,36,0.0959951698343524
"GO:0032715 negative regulation of interleukin-6 production",0.0964360929357174,1.32898168887985,0.0964360929357174,0.999999847898197,18,0.0964360929357174
"GO:0045840 positive regulation of mitosis",0.0965144157685661,1.31510512859069,0.0965144157685661,0.999999847898197,34,0.0965144157685661
"GO:0051785 positive regulation of nuclear division",0.0965144157685661,1.31510512859069,0.0965144157685661,0.999999847898197,34,0.0965144157685661
"GO:0006568 tryptophan metabolic process",0.0970066000711703,1.33339702522272,0.0970066000711704,0.999999847898197,14,0.0970066000711703
"GO:0051222 positive regulation of protein transport",0.0980574038708792,1.2952016136925,0.0980574038708792,0.999999847898197,174,0.0980574038708792
"GO:0017187 peptidyl-glutamic acid carboxylation",0.098341863165172,1.34994125088661,0.098341863165172,0.999999847898197,11,0.098341863165172
"GO:0018214 protein carboxylation",0.098341863165172,1.34994125088661,0.098341863165172,0.999999847898197,11,0.098341863165172
"GO:0045071 negative regulation of viral genome replication",0.0986240545894531,1.3044658875477,0.0986240545894532,0.999999847898197,31,0.0986240545894531
"GO:0048525 negative regulation of viral reproduction",0.0986240545894531,1.3044658875477,0.0986240545894532,0.999999847898197,31,0.0986240545894531
"GO:0033198 response to ATP",0.0995842838049006,1.30574295940402,0.0995842838049006,0.999999847898197,21,0.0995842838049006
"GO:0060669 embryonic placenta morphogenesis",0.0999874168218775,1.30871730618944,0.0999874168218775,0.999999847898197,17,0.0999874168218775
"GO:0000083 regulation of transcription involved in G1/S phase of mitotic cell cycle",0.100796629950492,1.30156357466277,0.100796629950492,0.999999847898197,22,0.100796629950492
"GO:0032606 type I interferon production",0.101240667623277,1.28173991151724,0.101240667623277,0.999999847898197,70,0.101240667623277
"GO:0035872 nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway",0.101607108536605,1.28223547029939,0.101607108536605,0.999999847898197,46,0.101607108536605
"GO:2000403 positive regulation of lymphocyte migration",0.101867507236668,1.3104362362995,0.101867507236668,0.999999847898197,12,0.101867507236668
"GO:0032616 interleukin-13 production",0.101876456427999,1.31480417861724,0.101876456427999,0.999999847898197,11,0.101876456427999
"GO:0036336 dendritic cell migration",0.101966618535107,1.29704153037039,0.101966618535107,0.999999847898197,18,0.101966618535107
"GO:0006658 phosphatidylserine metabolic process",0.102915104153349,1.28368638207357,0.102915104153349,0.999999847898197,24,0.102915104153349
"GO:0032372 negative regulation of sterol transport",0.103038905652483,1.3104988932562,0.103038905652484,0.999999847898197,11,0.103038905652484
"GO:0032375 negative regulation of cholesterol transport",0.103038905652483,1.3104988932562,0.103038905652484,0.999999847898197,11,0.103038905652484
"GO:0050727 regulation of inflammatory response",0.103835223894262,1.26222034207379,0.103835223894262,0.999999847898197,189,0.103835223894262
"GO:0070304 positive regulation of stress-activated protein kinase signaling cascade",0.103964204367051,1.26672977288769,0.103964204367051,0.999999847898197,57,0.103964204367051
"GO:0070228 regulation of lymphocyte apoptotic process",0.105084200723139,1.26757518615995,0.105084200723139,0.999999847898197,30,0.105084200723139
"GO:0002902 regulation of B cell apoptotic process",0.105421451962063,1.28214879923658,0.105421451962063,0.999999847898197,15,0.105421451962063
"GO:0032874 positive regulation of stress-activated MAPK cascade",0.10560224317214,1.25774153652788,0.10560224317214,0.999999847898197,56,0.10560224317214
"GO:0006069 ethanol oxidation",0.10610453182521,1.28870493812681,0.10610453182521,0.999999847898197,11,0.106104531825211
"GO:0042430 indole-containing compound metabolic process",0.106149715382294,1.26672990503175,0.106149715382294,0.999999847898197,22,0.106149715382294
"GO:0002828 regulation of type 2 immune response",0.106544349774576,1.26465042365629,0.106544349774576,0.999999847898197,22,0.106544349774576
"GO:2000401 regulation of lymphocyte migration",0.107117261767378,1.26680563635409,0.107117261767378,0.999999847898197,18,0.107117261767378
"GO:0007051 spindle organization",0.109012006739095,1.23743426933962,0.109012006739095,0.999999847898197,83,0.109012006739095
"GO:0019079 viral genome replication",0.1091138507785,1.23813794750697,0.1091138507785,0.999999847898197,61,0.1091138507785
"GO:0048247 lymphocyte chemotaxis",0.109279852744383,1.25224394321013,0.109279852744383,0.999999847898197,19,0.109279852744383
"GO:0042832 defense response to protozoan",0.110310481855028,1.2616202045325,0.110310481855028,0.999999847898197,13,0.110310481855028
"GO:0007597 blood coagulation, intrinsic pathway",0.110356025271243,1.25837508048589,0.110356025271243,0.999999847898197,17,0.110356025271243
"GO:0072378 blood coagulation, fibrin clot formation",0.111282710614712,1.24673643974268,0.111282710614712,0.999999847898197,20,0.111282710614712
"GO:0010984 regulation of lipoprotein particle clearance",0.111750563581663,1.25831292941954,0.111750563581663,0.999999847898197,12,0.111750563581663
"GO:0042402 cellular biogenic amine catabolic process",0.112199874138975,1.24054159195717,0.112199874138975,0.999999847898197,16,0.112199874138975
"GO:0060326 cell chemotaxis",0.113200502444485,1.21234928980769,0.113200502444485,0.999999847898197,146,0.113200502444485
"GO:0051383 kinetochore organization",0.113314373270533,1.25293250482607,0.113314373270533,0.999999847898197,13,0.113314373270533
"GO:0050819 negative regulation of coagulation",0.113895429435219,1.21541713312581,0.113895429435219,0.999999847898197,42,0.113895429435219
"GO:0048872 homeostasis of number of cells",0.114087641811378,1.20724014010933,0.114087641811378,0.999999847898197,176,0.114087641811378
"GO:0010466 negative regulation of peptidase activity",0.115661356348693,1.19972724384336,0.115661356348693,0.999999847898197,133,0.115661356348693
"GO:0007259 JAK-STAT cascade",0.116058677796829,1.1989278113453,0.116058677796829,0.999999847898197,99,0.116058677796829
"GO:0071173 spindle assembly checkpoint",0.117117416336583,1.20266111286953,0.117117416336583,0.999999847898197,35,0.117117416336583
"GO:0006310 DNA recombination",0.117816646547465,1.18789757000157,0.117816646547465,0.999999847898197,209,0.117816646547465
"GO:0032703 negative regulation of interleukin-2 production",0.118008402567204,1.22657101574768,0.118008402567204,0.999999847898197,10,0.118008402567204
"GO:0008206 bile acid metabolic process",0.118042990992493,1.19317416209256,0.118042990992493,0.999999847898197,44,0.118042990992493
"GO:0006333 chromatin assembly or disassembly",0.1182118810935,1.18720848760679,0.118211881093501,0.999999847898197,119,0.118211881093501
"GO:0006067 ethanol metabolic process",0.118738575178191,1.20933871752809,0.118738575178191,0.999999847898197,14,0.118738575178191
"GO:0032607 interferon-alpha production",0.119478195421583,1.20505094899,0.119478195421583,0.999999847898197,16,0.119478195421583
"GO:0032647 regulation of interferon-alpha production",0.119478195421583,1.20505094899,0.119478195421583,0.999999847898197,16,0.119478195421583
"GO:0033209 tumor necrosis factor-mediated signaling pathway",0.120260050774526,1.18479193399041,0.120260050774526,0.999999847898197,34,0.120260050774526
"GO:0010951 negative regulation of endopeptidase activity",0.120324562899309,1.17608071687673,0.120324562899309,0.999999847898197,130,0.120324562899309
"GO:0051180 vitamin transport",0.120608433453103,1.19162994903232,0.120608433453103,0.999999847898197,20,0.120608433453103
"GO:0031055 chromatin remodeling at centromere",0.121068114084601,1.1876606985173,0.121068114084601,0.999999847898197,24,0.121068114084601
"GO:0052548 regulation of endopeptidase activity",0.121114011231328,1.17083672344141,0.121114011231328,0.999999847898197,250,0.121114011231328
"GO:0042130 negative regulation of T cell proliferation",0.121424846046457,1.17692939588118,0.121424846046457,0.999999847898197,40,0.121424846046457
"GO:0032770 positive regulation of monooxygenase activity",0.122154383972741,1.18623671737277,0.122154383972741,0.999999847898197,18,0.122154383972741
"GO:0051382 kinetochore assembly",0.123137349523263,1.2105665440747,0.123137349523263,0.999999847898197,10,0.123137349523263
"GO:0008608 attachment of spindle microtubules to kinetochore",0.123328202216806,1.17939770388331,0.123328202216806,0.999999847898197,18,0.123328202216806
"GO:0048537 mucosal-associated lymphoid tissue development",0.124141080507159,1.19423015476753,0.124141080507159,0.999999847898197,11,0.124141080507159
"GO:0036148 phosphatidylglycerol acyl-chain remodeling",0.125099397874709,1.17118784659137,0.125099397874709,0.999999847898197,17,0.125099397874709
"GO:0045090 retroviral genome replication",0.125520794111622,1.18618165252759,0.125520794111622,0.999999847898197,10,0.125520794111622
"GO:0045824 negative regulation of innate immune response",0.126486771872668,1.17613816629517,0.126486771872668,0.999999847898197,12,0.126486771872668
"GO:0002347 response to tumor cell",0.126511081828883,1.17421625503382,0.126511081828883,0.999999847898197,12,0.126511081828883
"GO:0033003 regulation of mast cell activation",0.126932383882405,1.15690298230925,0.126932383882405,0.999999847898197,23,0.126932383882405
"GO:0045841 negative regulation of mitotic metaphase/anaphase transition",0.128195822553808,1.14688441441744,0.128195822553808,0.999999847898197,35,0.128195822553808
"GO:0042533 tumor necrosis factor biosynthetic process",0.128596987272428,1.15506489557256,0.128596987272428,0.999999847898197,16,0.128596987272428
"GO:0042534 regulation of tumor necrosis factor biosynthetic process",0.128596987272428,1.15506489557256,0.128596987272428,0.999999847898197,16,0.128596987272428
"GO:0034122 negative regulation of toll-like receptor signaling pathway",0.129210431413237,1.15775547917727,0.129210431413237,0.999999847898197,13,0.129210431413237
"GO:0042228 interleukin-8 biosynthetic process",0.129243521445422,1.15949018346343,0.129243521445422,0.999999847898197,13,0.129243521445421
"GO:0021871 forebrain regionalization",0.129268151381887,1.14826094509807,0.129268151381887,0.999999847898197,19,0.129268151381887
"GO:0030595 leukocyte chemotaxis",0.129467467417923,1.13179180746812,0.129467467417923,0.999999847898197,119,0.129467467417923
"GO:0052547 regulation of peptidase activity",0.129648516823722,1.12931240479341,0.129648516823722,0.999999847898197,258,0.129648516823722
"GO:0046471 phosphatidylglycerol metabolic process",0.13300653305493,1.12218805926199,0.13300653305493,0.999999847898197,34,0.13300653305493
"GO:0007094 mitotic cell cycle spindle assembly checkpoint",0.133164631354698,1.1232052012641,0.133164631354698,0.999999847898197,34,0.133164631354698
"GO:0000018 regulation of DNA recombination",0.135479149041827,1.10879381286512,0.135479149041827,0.999999847898197,41,0.135479149041827
"GO:0060193 positive regulation of lipase activity",0.135631288592699,1.10410142948887,0.135631288592699,0.999999847898197,79,0.135631288592699
"GO:0051023 regulation of immunoglobulin secretion",0.135643203914441,1.13261279314648,0.135643203914441,0.999999847898197,12,0.135643203914441
"GO:0042104 positive regulation of activated T cell proliferation",0.136590192999173,1.11494438410619,0.136590192999173,0.999999847898197,17,0.136590192999173
"GO:0031334 positive regulation of protein complex assembly",0.136791151731428,1.09821548947473,0.136791151731428,0.999999847898197,94,0.136791151731428
"GO:0007076 mitotic chromosome condensation",0.137154681130715,1.1243262587291,0.137154681130715,0.999999847898197,13,0.137154681130715
"GO:0032823 regulation of natural killer cell differentiation",0.137191247820849,1.12628081178624,0.137191247820849,0.999999847898197,11,0.137191247820849
"GO:2000406 positive regulation of T cell migration",0.138519518469706,1.1212324632933,0.138519518469706,0.999999847898197,10,0.138519518469706
"GO:2000242 negative regulation of reproductive process",0.13872799876007,1.09010430878587,0.13872799876007,0.999999847898197,76,0.13872799876007
"GO:0032648 regulation of interferon-beta production",0.138794186635673,1.097141340495,0.138794186635673,0.999999847898197,31,0.138794186635673
"GO:0034612 response to tumor necrosis factor",0.13886831517278,1.08874866405004,0.13886831517278,0.999999847898197,90,0.13886831517278
"GO:0045414 regulation of interleukin-8 biosynthetic process",0.138877632292636,1.11563318012635,0.138877632292636,0.999999847898197,12,0.138877632292636
"GO:0002237 response to molecule of bacterial origin",0.13946901657606,1.08412364394494,0.13946901657606,0.999999847898197,209,0.13946901657606
"GO:0071356 cellular response to tumor necrosis factor",0.139724584425837,1.08564903234221,0.139724584425837,0.999999847898197,73,0.139724584425837
"GO:0072017 distal tubule development",0.139903076561382,1.11310518049802,0.139903076561382,0.999999847898197,11,0.139903076561382
"GO:0001783 B cell apoptotic process",0.141005191600999,1.09446000619789,0.141005191600999,0.999999847898197,18,0.141005191600999
"GO:0034605 cellular response to heat",0.141299264542116,1.08782500273029,0.141299264542116,0.999999847898197,23,0.141299264542116
"GO:0032608 interferon-beta production",0.141665729528299,1.08341921753595,0.141665729528299,0.999999847898197,33,0.141665729528299
"GO:0021527 spinal cord association neuron differentiation",0.141854211817529,1.09698595919629,0.141854211817529,0.999999847898197,13,0.141854211817529
"GO:0007126 meiosis",0.14198174947316,1.07339440937741,0.14198174947316,0.999999847898197,157,0.14198174947316
"GO:0051327 M phase of meiotic cell cycle",0.14198174947316,1.07339440937741,0.14198174947316,0.999999847898197,157,0.14198174947316
"GO:0032656 regulation of interleukin-13 production",0.142158678083808,1.10465634755348,0.142158678083808,0.999999847898197,10,0.142158678083808
"GO:0019370 leukotriene biosynthetic process",0.142227737003122,1.08297349636084,0.142227737003122,0.999999847898197,26,0.142227737003122
"GO:0048541 Peyer's patch development",0.142549299945778,1.10536234607324,0.142549299945778,0.999999847898197,10,0.142549299945778
"GO:0034390 smooth muscle cell apoptotic process",0.143671636442086,1.09538014859877,0.143671636442086,0.999999847898197,12,0.143671636442086
"GO:0034391 regulation of smooth muscle cell apoptotic process",0.143671636442086,1.09538014859877,0.143671636442086,0.999999847898197,12,0.143671636442086
"GO:0002218 activation of innate immune response",0.144221481461651,1.06380053224717,0.144221481461651,0.999999847898197,137,0.144221481461651
"GO:0032760 positive regulation of tumor necrosis factor production",0.14488825243495,1.06865188781197,0.14488825243495,0.999999847898197,30,0.14488825243495
"GO:0048266 behavioral response to pain",0.145858781735296,1.08152799094149,0.145858781735296,0.999999847898197,12,0.145858781735296
"GO:0031650 regulation of heat generation",0.146250472470741,1.08697869712378,0.146250472470741,0.999999847898197,10,0.146250472470741
"GO:0050922 negative regulation of chemotaxis",0.146325811046357,1.06569077336625,0.146325811046357,0.999999847898197,22,0.146325811046357
"GO:0048853 forebrain morphogenesis",0.146528590513451,1.07214865780253,0.146528590513451,0.999999847898197,17,0.146528590513451
"GO:0048536 spleen development",0.146920033900045,1.06206559827194,0.146920033900045,0.999999847898197,26,0.146920033900045
"GO:0042737 drug catabolic process",0.147440070800308,1.07596062775644,0.147440070800307,0.999999847898197,11,0.147440070800308
"GO:0045342 MHC class II biosynthetic process",0.148642647129336,1.0664821131469,0.148642647129336,0.999999847898197,13,0.148642647129336
"GO:0002685 regulation of leukocyte migration",0.148663959614102,1.04554761333823,0.148663959614102,0.999999847898197,82,0.148663959614102
"GO:0036149 phosphatidylinositol acyl-chain remodeling",0.148926887990693,1.05944921110327,0.148926887990693,0.999999847898197,16,0.148926887990693
"GO:0051770 positive regulation of nitric-oxide synthase biosynthetic process",0.149214897207895,1.07603873408304,0.149214897207895,0.999999847898197,10,0.149214897207895
"GO:0006956 complement activation",0.150149968583159,1.04197050293043,0.150149968583159,0.999999847898197,45,0.150149968583159
"GO:0003009 skeletal muscle contraction",0.151025785102564,1.04505017214306,0.151025785102564,0.999999847898197,22,0.151025785102564
"GO:0042510 regulation of tyrosine phosphorylation of Stat1 protein",0.151814602263318,1.05332758899501,0.151814602263318,0.999999847898197,12,0.151814602263318
"GO:0045055 regulated secretory pathway",0.151825142898572,1.03519031275504,0.151825142898572,0.999999847898197,44,0.151825142898572
"GO:0032489 regulation of Cdc42 protein signal transduction",0.151944733847035,1.04228813812876,0.151944733847035,0.999999847898197,21,0.151944733847035
"GO:0071174 mitotic cell cycle spindle checkpoint",0.152070015852006,1.036796463843,0.152070015852006,0.999999847898197,37,0.152070015852006
"GO:0009310 amine catabolic process",0.152459788528503,1.04166552486781,0.152459788528503,0.999999847898197,18,0.152459788528503
"GO:0030593 neutrophil chemotaxis",0.152780714768167,1.02975352767142,0.152780714768167,0.999999847898197,52,0.152780714768167
"GO:0034764 positive regulation of transmembrane transport",0.153150767417324,1.05217441922346,0.153150767417324,0.999999847898197,11,0.153150767417324
"GO:0034767 positive regulation of ion transmembrane transport",0.153150767417324,1.05217441922346,0.153150767417324,0.999999847898197,11,0.153150767417324
"GO:0030502 negative regulation of bone mineralization",0.153411245514606,1.041705206259,0.153411245514606,0.999999847898197,15,0.153411245514606
"GO:0038092 nodal signaling pathway",0.153489012341418,1.04599946387547,0.153489012341418,0.999999847898197,12,0.153489012341418
"GO:0032461 positive regulation of protein oligomerization",0.153947016045801,1.038201131196,0.153947016045801,0.999999847898197,16,0.153947016045801
"GO:0044003 modification by symbiont of host morphology or physiology",0.154758637207341,1.0308644034244,0.154758637207341,0.999999847898197,19,0.154758637207341
"GO:0002438 acute inflammatory response to antigenic stimulus",0.154937475680715,1.03744725392438,0.154937475680715,0.999999847898197,13,0.154937475680715
"GO:0034377 plasma lipoprotein particle assembly",0.155952190392786,1.02746832106718,0.155952190392786,0.999999847898197,17,0.155952190392786
"GO:0065005 protein-lipid complex assembly",0.155952190392786,1.02746832106718,0.155952190392786,0.999999847898197,17,0.155952190392786
"GO:0010948 negative regulation of cell cycle process",0.156212785988008,1.01279070242564,0.156212785988008,0.999999847898197,108,0.156212785988008
"GO:0045123 cellular extravasation",0.158098487108584,1.01472580480018,0.158098487108584,0.999999847898197,22,0.158098487108584
"GO:0002444 myeloid leukocyte mediated immunity",0.158614538284121,1.00590598699495,0.158614538284121,0.999999847898197,45,0.158614538284121
"GO:0071706 tumor necrosis factor superfamily cytokine production",0.158872553956657,1.00268524732711,0.158872553956657,0.999999847898197,71,0.158872553956657
